Mod:Item:MetaData, Localized Name
harvestcraft:mochaicecreamItem, Mocha Ice Cream
harvestcraft:pickledbeetsItem, Pickled Beets
harvestcraft:beetsaladItem, Beet Salad
harvestcraft:beetsoupItem, Beet Soup
harvestcraft:bakedbeetsItem, Baked Beets
harvestcraft:broccolimacItem, Broccoli Mac
harvestcraft:broccolindipItem, Broccoli n Dip
harvestcraft:creamedbroccolisoupItem, Creamed Broccoli Soup
harvestcraft:sweetpotatopieItem, Sweet Potato Pie
harvestcraft:candiedsweetpotatoesItem, Candied Sweet Potatoes
harvestcraft:mashedsweetpotatoesItem, Mashed Sweet Potatoes
harvestcraft:steamedpeasItem, Steamed Peas
harvestcraft:splitpeasoupItem, Split Pea Soup
harvestcraft:pineappleupsidedowncakeItem, Pineapple Upsidedown Cake
harvestcraft:pineapplehamItem, Pineapple Ham
harvestcraft:pineappleyogurtItem, Pineapple Yogurt
harvestcraft:turnipsoupItem, Turnip Soup
harvestcraft:roastedrootveggiemedleyItem, Roasted Root Veggie Medley
harvestcraft:bakedturnipsItem, Baked Turnips
harvestcraft:gingerbreadItem, Ginger Bread
harvestcraft:gingersnapsItem, Ginger Snaps
harvestcraft:candiedgingerItem, Candied Ginger
harvestcraft:mustardItem, Mustard
harvestcraft:softpretzelandmustardItem, Soft Pretzel and Mustard
harvestcraft:spicymustardporkItem, Spicy Mustard Pork
harvestcraft:spicygreensItem, Spicy Greens
harvestcraft:garlicbreadItem, Garlic Bread
harvestcraft:garlicmashedpotatoesItem, Garlic Mashed Potatoes
harvestcraft:garlicchickenItem, Garlic Chicken
harvestcraft:summerradishsaladItem, Summer Radish Salad
harvestcraft:summersquashwithradishItem, Summer Squash with Radish
harvestcraft:celeryandpeanutbutterItem, Celery and Peanut Butter
harvestcraft:chickencelerycasseroleItem, Chicken Celery Casserole
harvestcraft:peasandceleryItem, Peas and Celery
harvestcraft:celerysoupItem, Celery Soup
harvestcraft:zucchinibreadItem, Zucchini Bread
harvestcraft:zucchinifriesItem, Zucchini Fries
harvestcraft:zestyzucchiniItem, Zesty Zucchini
harvestcraft:zucchinibakeItem, Zucchini Bake
harvestcraft:asparagusquicheItem, Asparagus Quiche
harvestcraft:asparagussoupItem, Asparagus Soup
harvestcraft:walnutraisinbreadItem, Walnut Raisin Bread
harvestcraft:candiedwalnutsItem, Candied Walnuts
harvestcraft:brownieItem, Brownie
harvestcraft:papayajuiceItem, Papaya Juice
harvestcraft:papayasmoothieItem, Papaya Smoothie
harvestcraft:papayayogurtItem, Papaya Yogurt
harvestcraft:starfruitjuiceItem, Starfruit Juice
harvestcraft:starfruitsmoothieItem, Starfruit Smoothie
harvestcraft:starfruityogurtItem, Starfruit Yogurt
harvestcraft:guacamoleItem, Guacamole
harvestcraft:creamofavocadosoupItem, Cream of Avocado Soup
harvestcraft:avocadoburritoItem, Avocado Burrito
harvestcraft:poachedpearItem, Poached Pear
harvestcraft:fruitcrumbleItem, Fruit Crumble
harvestcraft:pearyogurtItem, Pear Yogurt
harvestcraft:plumyogurtItem, Plum Yogurt
harvestcraft:bananasplitItem, Banana Split
harvestcraft:banananutbreadItem, Banana Nut Bread
harvestcraft:bananasmoothieItem, Banana Smoothie
harvestcraft:bananayogurtItem, Banana Yogurt
harvestcraft:coconutmilkItem, Coconut Milk
harvestcraft:chickencurryItem, Chicken Curry
harvestcraft:coconutshrimpItem, Coconut Shrimp
harvestcraft:coconutyogurtItem, Coconut Yogurt
harvestcraft:orangejuiceItem, Orange Juice
harvestcraft:orangechickenItem, Orange Chicken
harvestcraft:orangesmoothieItem, Orange Smoothie
harvestcraft:orangeyogurtItem, Orange Yogurt
harvestcraft:peachjuiceItem, Peach Juice
harvestcraft:peachcobblerItem, Peach Cobbler
harvestcraft:peachsmoothieItem, Peach Smoothie
harvestcraft:peachyogurtItem, Peach Yogurt
harvestcraft:limejuiceItem, Lime Juice
harvestcraft:keylimepieItem, Keylime Pie
harvestcraft:limesmoothieItem, Lime Smoothie
harvestcraft:limeyogurtItem, Lime Yogurt
harvestcraft:mangojuiceItem, Mango Juice
harvestcraft:mangosmoothieItem, Mango Smoothie
harvestcraft:mangoyogurtItem, Mango Yogurt
harvestcraft:pomegranatejuiceItem, Pomegranate Juice
harvestcraft:pomegranatesmoothieItem, Pomegranate Smoothie
harvestcraft:pomegranateyogurtItem, Pomegranate Yogurt
harvestcraft:vanillayogurtItem, Vanilla Yogurt
harvestcraft:cinnamonrollItem, Cinnamon Roll
harvestcraft:frenchtoastItem, French Toast
harvestcraft:marshmellowsItem, Marshmellows
harvestcraft:donutItem, Donut
harvestcraft:chocolatedonutItem, Chocolate Donut
harvestcraft:powdereddonutItem, Powdered Donut
harvestcraft:jellydonutItem, Jelly Donut
harvestcraft:frosteddonutItem, Frosted Donut
harvestcraft:cactussoupItem, Cactus Soup
harvestcraft:wafflesItem, Waffles
harvestcraft:seedsoupItem, Seed Soup
harvestcraft:softpretzelItem, Soft Pretzel
harvestcraft:jellybeansItem, Jellybeans
harvestcraft:biscuitItem, Biscuit
harvestcraft:creamcookieItem, Cream Cookie
harvestcraft:jaffaItem, Jaffa
harvestcraft:friedchickenItem, Fried Chicken
harvestcraft:chocolatesprinklecakeItem, Chocolate Spinkles Cake
harvestcraft:redvelvetcakeItem, Red Velvet Cake
harvestcraft:footlongItem, Footlong
harvestcraft:blueberryyogurtItem, Blueberry Yogurt
harvestcraft:lemonyogurtItem, Lemon Yogurt
harvestcraft:cherryyogurtItem, Cherry Yogurt
harvestcraft:strawberryyogurtItem, Strawberry Yogurt
harvestcraft:grapeyogurtItem, Grape Yogurt
harvestcraft:chocolateyogurtItem, Chocolate Yogurt
harvestcraft:blackberryjuiceItem, Blackberry Juice
harvestcraft:blackberrycobblerItem, Blackberry Cobbler
harvestcraft:blackberrysmoothieItem, Blackberry Smoothie
harvestcraft:blackberryyogurtItem, Blackberry Yogurt
harvestcraft:chocolatemilkItem, Chocolate Milk
harvestcraft:pumpkinyogurtItem, Pumpkin Yogurt
harvestcraft:raspberryjuiceItem, Raspberry Juice
harvestcraft:raspberrypieItem, Raspberry Pie
harvestcraft:raspberrysmoothieItem, Raspberry Smoothie
harvestcraft:raspberryyogurtItem, Raspberry Yogurt
harvestcraft:cinnamonsugardonutItem, Cinnamon Sugar Donut
harvestcraft:melonyogurtItem, Melon Yogurt
harvestcraft:kiwijuiceItem, Kiwi Juice
harvestcraft:kiwismoothieItem, Kiwi Smoothie
harvestcraft:kiwiyogurtItem, Kiwi Yogurt
harvestcraft:plainyogurtItem, Plain Yogurt
harvestcraft:appleyogurtItem, Apple Yogurt
harvestcraft:saltedsunflowerseedsItem, Salted Sunflower Seeds
harvestcraft:sunflowerwheatrollsItem, Sunflower Wheat Rolls
harvestcraft:sunflowerbroccolisaladItem, Sunflower Broccoli Salad
harvestcraft:cranberryjuiceItem, Cranberry Juice
harvestcraft:cranberrysauceItem, Cranberry Sauce
harvestcraft:cranberrybarItem, Cranberry Bar
harvestcraft:peppermintItem, Peppermint
harvestcraft:cactusfruitjuiceItem, Cactus Fruit Juice
harvestcraft:blackpepperItem, Black Pepper
harvestcraft:groundcinnamonItem, Ground Cinnamon
harvestcraft:groundnutmegItem, Ground Nutmeg
harvestcraft:oliveoilItem, Cooking Oil
harvestcraft:baklavaItem, Baklava
harvestcraft:gummybearsItem, Gummy Bears
harvestcraft:baconmushroomburgerItem, Bacon Mushroom Burger
harvestcraft:fruitpunchItem, Fruit Punch
harvestcraft:meatystewItem, Meaty Stew
harvestcraft:mixedsaladItem, Mixed Salad
harvestcraft:pinacoladaItem, Pinacolada
harvestcraft:saladdressingItem, Salad Dressing
harvestcraft:shepardspieItem, Shepherd's Pie
harvestcraft:eggnogItem, Egg Nog
harvestcraft:custardItem, Custard
harvestcraft:sushiItem, Sushi
harvestcraft:gardensoupItem, Garden Soup
harvestcraft:applejellyItem, Apple Jelly
harvestcraft:applejellysandwichItem, Apple Jelly Sandwich
harvestcraft:blackberryjellyItem, Blackberry Jelly
harvestcraft:blackberryjellysandwichItem, Blackberry Jelly Sandwich
harvestcraft:blueberryjellyItem, Blueberry Jelly
harvestcraft:blueberryjellysandwichItem, Blueberry Jelly Sandwich
harvestcraft:cherryjellyItem, Cherry Jelly
harvestcraft:cherryjellysandwichItem, Cherry Jelly Sandwich
harvestcraft:cranberryjellyItem, Cranberry Jelly
harvestcraft:cranberryjellysandwichItem, Cranberry Jelly Sandwich
harvestcraft:kiwijellyItem, Kiwi Jelly
harvestcraft:kiwijellysandwichItem, Kiwi Jelly Sandwich
harvestcraft:lemonjellyItem, Lemon Jelly
harvestcraft:lemonjellysandwichItem, Lemon Jelly Sandwich
harvestcraft:limejellyItem, Lime Jelly
harvestcraft:limejellysandwichItem, Lime Jelly Sandwich
harvestcraft:mangojellyItem, Mango Jelly
harvestcraft:mangojellysandwichItem, Mango Jelly Sandwich
harvestcraft:orangejellyItem, Orange Jelly
harvestcraft:orangejellysandwichItem, Orange Jelly Sandwich
harvestcraft:papayajellyItem, Papaya Jelly
harvestcraft:papayajellysandwichItem, Papaya Jelly Sandwich
harvestcraft:peachjellyItem, Peach Jelly
harvestcraft:peachjellysandwichItem, Peach Jelly Sandwich
harvestcraft:pomegranatejellyItem, Pomegranate Jelly
harvestcraft:pomegranatejellysandwichItem, Pomegranate Jelly Sandwich
harvestcraft:raspberryjellyItem, Raspberry Jelly
harvestcraft:raspberryjellysandwichItem, Raspberry Jelly Sandwich
harvestcraft:starfruitjellyItem, Starfruit Jelly
harvestcraft:starfruitjellysandwichItem, Starfruit Jelly Sandwich
harvestcraft:strawberryjellyItem, Strawberry Jelly
harvestcraft:strawberryjellysandwichItem, Strawberry Jelly Sandwich
harvestcraft:watermelonjellyItem, Watermelon Jelly
harvestcraft:watermelonjellysandwichItem, Watermelon Jelly Sandwich
harvestcraft:bubblywaterItem, Bubbly Water
harvestcraft:cherrysodaItem, Cherry Soda
harvestcraft:colasodaItem, Cola Soda
harvestcraft:gingersodaItem, Ginger Ale
harvestcraft:grapesodaItem, Grape Soda
harvestcraft:lemonlimesodaItem, Lemon-Lime Soda
harvestcraft:orangesodaItem, Orange Soda
harvestcraft:rootbeersodaItem, Root Beer
harvestcraft:strawberrysodaItem, Strawberry Soda
harvestcraft:caramelicecreamItem, Caramel Ice Cream
harvestcraft:mintchocolatechipicemcreamItem, Mint Chocolate Chip Ice Cream
harvestcraft:strawberryicecreamItem, Strawberry Ice Cream
harvestcraft:vanillaicecreamItem, Vanilla Ice Cream
harvestcraft:gingerchickenItem, Ginger Chicken
harvestcraft:oldworldveggiesoupItem, Old World Veggie Soup
harvestcraft:spicebunItem, Spice Bun
harvestcraft:gingeredrhubarbtartItem, Gingered Rhubarb Tart
harvestcraft:lambbarleysoupItem, Lamb Barley Soup
harvestcraft:honeylemonlambItem, Honey Lemon Lamb
harvestcraft:pumpkinoatsconesItem, Pumpkin Oat Scones
harvestcraft:beefjerkyItem, Beef Jerky
harvestcraft:plumjuiceItem, Plum Juice
harvestcraft:pearjuiceItem, Pear Juice
harvestcraft:ovenroastedcauliflowerItem, Oven Roasted Cauliflower
harvestcraft:leekbaconsoupItem, Leek Bacon Soup
harvestcraft:herbbutterparsnipsItem, Herb Butter Parsnips
harvestcraft:scallionbakedpotatoItem, Scallion Baked Potato
harvestcraft:soymilkItem, Soy Milk
harvestcraft:firmtofuItem, Firm Tofu
harvestcraft:silkentofuItem, Silken Tofu
harvestcraft:bamboosteamedriceItem, Bamboo Steamed Rice
harvestcraft:roastedchestnutItem, Roasted Chestnut
harvestcraft:sweetpotatosouffleItem, Sweet Potato Souffle
harvestcraft:cashewchickenItem, Cashew Chicken
harvestcraft:apricotjuiceItem, Apricot Juice
harvestcraft:apricotyogurtItem, Apricot Yogurt
harvestcraft:apricotglazedporkItem, Apricot Glazed Pork
harvestcraft:apricotjellyItem, Apricot Jelly
harvestcraft:apricotjellysandwichItem, Apricot Jelly Sandwich
harvestcraft:apricotsmoothieItem, Apricot Smoothie
harvestcraft:figbarItem, Fig Bar
harvestcraft:figjellyItem, Fig Jelly
harvestcraft:figjellysandwichItem, Fig Jelly Sandwich
harvestcraft:figsmoothieItem, Fig Smoothie
harvestcraft:figyogurtItem, Fig Yogurt
harvestcraft:figjuiceItem, Fig Juice
harvestcraft:grapefruitjuiceItem, Grapfruit Juice
harvestcraft:grapefruitjellyItem, Grapefruit Jelly
harvestcraft:grapefruitjellysandwichItem, Grapefruit Jelly Sandwich
harvestcraft:grapefruitsmoothieItem, Grapefruit Smoothie
harvestcraft:grapefruityogurtItem, Grapefruit Yogurt
harvestcraft:grapefruitsodaItem, Grapefruit Soda
harvestcraft:citrussaladItem, Citrus Salad
harvestcraft:pecanpieItem, Pecan Pie
harvestcraft:pralinesItem, Pralines
harvestcraft:persimmonjuiceItem, Persimmon Juice
harvestcraft:persimmonyogurtItem, Persimmon Yogurt
harvestcraft:persimmonsmoothieItem, Persimmon Smoothie
harvestcraft:persimmonjellyItem, Persimmon Jelly
harvestcraft:persimmonjellysandwichItem, Persimmon Jelly Sandwich
harvestcraft:pistachiobakedsalmonItem, Pistachio Baked Salmon
harvestcraft:baconwrappeddatesItem, Bacon Wrapped Dates
harvestcraft:datenutbreadItem, Date Nut Bread
harvestcraft:maplesyruppancakesItem, Maple Syrup Pancakes
harvestcraft:maplesyrupwafflesItem, Maple Syrup Waffles
harvestcraft:maplesausageItem, Maple Sausage
harvestcraft:mapleoatmealItem, Maple Oatmeal
harvestcraft:peachesandcreamoatmealItem, Peaches and Cream Oatmeal
harvestcraft:cinnamonappleoatmealItem, Cinnamon Apple Oatmeal
harvestcraft:maplecandiedbaconItem, Maple Candied Bacon
harvestcraft:toastsandwichItem, Toast Sandwich
harvestcraft:potatoandcheesepirogiItem, Potato and Cheese Pirogi
harvestcraft:zeppoleItem, Zeppole
harvestcraft:sausageinbreadItem, Sausage in Bread
harvestcraft:chocolatecaramelfudgeItem, Chocolate Caramel Fudge
harvestcraft:lavendershortbreadItem, Lavender Shortbread
harvestcraft:beefwellingtonItem, Beef Wellington
harvestcraft:epicbaconItem, Epic Bacon
harvestcraft:manjuuItem, Manjuu
harvestcraft:chickengumboItem, Chicken Gumbo
harvestcraft:generaltsochickenItem, General Tso's Chicken
harvestcraft:californiarollItem, California Roll
harvestcraft:futomakiItem, Futo Maki
harvestcraft:beansontoastItem, Beans on Toast
harvestcraft:vegemiteItem, Vegemite
harvestcraft:honeycombchocolatebarItem, Honeycomb Chocolate Bar
harvestcraft:cherrycoconutchocolatebarItem, Cherry Coconut Chocolate Bar
harvestcraft:fairybreadItem, Fairy Bread
harvestcraft:lamingtonItem, Lamington
harvestcraft:timtamItem, Tim Tam
harvestcraft:meatpieItem, Meat Pie
harvestcraft:chikorollItem, Chiko Roll
harvestcraft:damperItem, Damper
harvestcraft:beetburgerItem, Beet Burger
harvestcraft:pavlovaItem, Pavlova
harvestcraft:gherkinItem, Gherkin
harvestcraft:mcpamItem, McPam
harvestcraft:ceasarsaladItem, Ceasar Salad
harvestcraft:chaoscookieItem, Chaos Cookie
harvestcraft:chocolatebaconItem, Chocolate Bacon
harvestcraft:lambkebabItem, Lamb Kebab
harvestcraft:nutellaItem, Nutella
harvestcraft:snickersbarItem, Snickers Bar
harvestcraft:spinachpieItem, Spinach Pie
harvestcraft:steamedspinachItem, Steamed Spinach
harvestcraft:vegemiteontoastItem, Vegemite on Toast
harvestcraft:anchovyrawItem, Raw Anchovy
harvestcraft:bassrawItem, Raw Bass
harvestcraft:carprawItem, Raw Carp
harvestcraft:catfishrawItem, Raw Catfish
harvestcraft:charrrawItem, Raw Charr
harvestcraft:clamrawItem, Raw Clam
harvestcraft:crabrawItem, Raw Crab
harvestcraft:crayfishrawItem, Raw Crayfish
harvestcraft:eelrawItem, Raw Eel
harvestcraft:frograwItem, Raw Frog
harvestcraft:grouperrawItem, Raw Grouper
harvestcraft:herringrawItem, Raw Herring
harvestcraft:jellyfishrawItem, Raw Jellyfish
harvestcraft:mudfishrawItem, Raw Mudfish
harvestcraft:octopusrawItem, Raw Octopus
harvestcraft:perchrawItem, Raw Perch
harvestcraft:scalloprawItem, Raw Scallop
harvestcraft:shrimprawItem, Raw Shrimp
harvestcraft:snailrawItem, Raw Snail
harvestcraft:snapperrawItem, Raw Snapper
harvestcraft:tilapiarawItem, Raw Tilapia
harvestcraft:troutrawItem, Raw Trout
harvestcraft:tunarawItem, Raw Tuna
harvestcraft:turtlerawItem, Raw Turtle
harvestcraft:walleyerawItem, Raw Walleye
harvestcraft:holidaycakeItem, Holiday Cake
harvestcraft:clamcookedItem, Cooked Clam
harvestcraft:crabcookedItem, Cooked Crab
harvestcraft:crayfishcookedItem, Cooked Crayfish
harvestcraft:frogcookedItem, Cooked Frog Legs
harvestcraft:octopuscookedItem, Cooked Octopus
harvestcraft:scallopcookedItem, Cooked Scallop
harvestcraft:shrimpcookedItem, Cooked Shrimp
harvestcraft:snailcookedItem, Cooked Snail
harvestcraft:turtlecookedItem, Cooked Turtle
harvestcraft:appleciderItem, Apple Cider
harvestcraft:bangersandmashItem, Bangers and Mash
harvestcraft:batteredsausageItem, Battered Sausage
harvestcraft:batterItem, Batter
harvestcraft:chorizoItem, Chorizo
harvestcraft:coleslawItem, Coleslaw
harvestcraft:energydrinkItem, Energy Drink
harvestcraft:friedonionsItem, Fried Onions
harvestcraft:meatfeastpizzaItem, Meat Feast Pizza
harvestcraft:mincepieItem, Mince Pie
harvestcraft:onionhamburgerItem, Onion Hamburger
harvestcraft:pepperoniItem, Pepperoni
harvestcraft:pickledonionsItem, Pickled Onions
harvestcraft:porksausageItem, Pork Sausage
harvestcraft:raspberrytrifleItem, Raspberry Trifle
harvestcraft:pumpkincheesecakeItem, Pumpkin Cheesecake
harvestcraft:pumpkinmuffinItem, Pumpkin Muffin
harvestcraft:suaderoItem, Suadero
harvestcraft:randomtacoItem, Random Taco
harvestcraft:turkeyrawItem, Raw Turkey
harvestcraft:turkeycookedItem, Cooked Turkey
harvestcraft:rabbitrawItem, Raw Rabbit
harvestcraft:rabbitcookedItem, Cooked Rabbit
harvestcraft:venisonrawItem, Raw Venison
harvestcraft:venisoncookedItem, Cooked Venison
harvestcraft:strawberrymilkshakeItem, Strawberry Milkshake
harvestcraft:chocolatemilkshakeItem, Chocolate Milkshake
harvestcraft:bananamilkshakeItem, Banana Milkeshake
harvestcraft:cornflakesItem, Cornflakes
harvestcraft:coleslawburgerItem, Coleslaw Burger
harvestcraft:roastchickenItem, Roast Chicken
harvestcraft:roastpotatoesItem, Roast Potatoes
harvestcraft:sundayroastItem, Sunday Roast
harvestcraft:bbqpulledporkItem, BBQ Pulled Pork
harvestcraft:lambwithmintsauceItem, Lamb with Mint Sauce
harvestcraft:steakandchipsItem, Steak and Chips
harvestcraft:cherryicecreamItem, Cherry Ice Cream
harvestcraft:pistachioicecreamItem, Pistachio Ice Cream
harvestcraft:neapolitanicecreamItem, Neapolitan Ice Cream
harvestcraft:spumoniicecreamItem, Spumoni Ice Cream
harvestcraft:almondbutterItem, Almond Butter
harvestcraft:cashewbutterItem, Cashew Butter
harvestcraft:chestnutbutterItem, Chestnut Butter
harvestcraft:cornishpastyItem, Cornish Pasty
harvestcraft:cottagepieItem, Cottage Pie
harvestcraft:croissantItem, Croissant
harvestcraft:currypowderItem, Curry Powder
harvestcraft:dimsumItem, Dim Sum
harvestcraft:friedpecanokraItem, Fried Pecan Okra
harvestcraft:gooseberryjellyItem, Gooseberry Jelly
harvestcraft:gooseberryjellysandwichItem, Gooseberry Jelly Sandwich
harvestcraft:gooseberrymilkshakeItem, Gooseberry Milkshake
harvestcraft:gooseberrypieItem, Gooseberry Pie
harvestcraft:gooseberrysmoothieItem, Gooseberry Smoothie
harvestcraft:gooseberryyogurtItem, Gooseberry Yogurt
harvestcraft:greenheartfishItem, Green Heart Fish
harvestcraft:hamsweetpicklesandwichItem, Ham & Sweet Pickle Sandwich
harvestcraft:hushpuppiesItem, Hushpuppies
harvestcraft:kimchiItem, Kimchi
harvestcraft:mochiItem, Mochi
harvestcraft:museliItem, Museli
harvestcraft:naanItem, Naan
harvestcraft:okrachipsItem, Okra Chips
harvestcraft:okracreoleItem, Okra Creole
harvestcraft:pistachiobutterItem, Pistachio Butter
harvestcraft:ploughmanslunchItem, Ploughman's Lunch
harvestcraft:porklomeinItem, Pork Lo Mein
harvestcraft:salmonpattiesItem, Salmon Patties
harvestcraft:sausageItem, Sausage
harvestcraft:sausagerollItem, Sausage Roll
harvestcraft:sesameballItem, Sesame Ball
harvestcraft:sesamesnapsItem, Sesame Snaps
harvestcraft:shrimpokrahushpuppiesItem, Shrimp Pork Okra Hushpuppies
harvestcraft:soysauceItem, Soy Sauce
harvestcraft:sweetpickleItem, Sweet Pickle
harvestcraft:veggiestripsItem, Veggie Strips
harvestcraft:vindalooItem, Vindaloo
harvestcraft:applesmoothieItem, Apple Smoothie
harvestcraft:coconutsmoothieItem, Coconut Smoothie
harvestcraft:cranberrysmoothieItem, Cranberry Smoothie
harvestcraft:cranberryyogurtItem, Cranberry Yogurt
harvestcraft:grapesmoothieItem, Grape Smoothie
harvestcraft:pearsmoothieItem, Pear Smoothie
harvestcraft:pearjellyItem, Pear Jelly
harvestcraft:pearjellysandwichItem, Pear Jelly Sandwich
harvestcraft:plumsmoothieItem, Plum Smoothie
harvestcraft:plumjellyItem, Plum Jelly
harvestcraft:plumjellysandwichItem, Plum Jelly Sandwich
harvestcraft:honeysandwichItem, Honey Sandwich
harvestcraft:cheeseontoastItem, Cheese on Toast
harvestcraft:tunapotatoItem, Tuna Potato
harvestcraft:chocolaterollItem, Chocolate Roll
harvestcraft:jamrollItem, Jam Roll
harvestcraft:coconutcreamItem, Coconut Cream
harvestcraft:crackerItem, Cracker
harvestcraft:garammasalaItem, Garam Masala
harvestcraft:paneerItem, Paneer
harvestcraft:deluxechickencurryItem, Deluxe Chicken Curry
harvestcraft:gravyItem, Gravy
harvestcraft:mangochutneyItem, Mango Chutney
harvestcraft:marzipanItem, Marzipan
harvestcraft:paneertikkamasalaItem, Paneer Tikka Masala
harvestcraft:peaandhamsoupItem, Pea and Ham Soup
harvestcraft:potatoandleeksoupItem, Potato and Leek Soup
